gene_id,SRR015084,SRR015086,SRR015088,SRR015090,SRR015092,SRR015104,SRR015106,SRR015108,SRR015110,SRR015112
FBgn0044872,0,0,0,0,0,0,0,12,8,8
FBgn0266362,0,0,0,0,0,0,0,0,0,0
FBgn0016976,0,0,0,0,0,0,0,0,0,0
FBgn0016975,6,6,5,4,0,24,15,31,15,24
FBgn0265767,0,0,0,0,0,3,0,4,0,0
FBgn0040031,0,0,0,0,0,0,0,0,0,0
FBgn0039966,38,25,34,42,24,48,55,35,25,27
FBgn0039965,128,76,113,146,65,149,164,157,68,130
FBgn0039941,48,29,42,51,25,14,9,12,5,16
FBgn0039942,24,14,25,34,12,28,25,20,14,28
FBgn0039943,143,82,133,194,75,201,149,173,76,147
FBgn0040514,0,0,0,0,0,0,0,0,0,0
FBgn0039945,0,0,0,0,0,0,0,15,0,58
FBgn0039944,158,90,138,163,80,180,146,287,138,230
FBgn0263457,3,0,0,4,5,3,5,12,8,8
FBgn0039946,32,14,22,26,12,52,43,48,20,44
FBgn0003559,301,210,307,384,177,624,564,552,290,466
FBgn0267513,45,27,45,76,33,36,31,60,32,55
FBgn0286517,5,4,5,6,3,7,6,8,7,8
FBgn0267514,137,75,134,88,47,258,229,242,126,208
FBgn0085765,2,1,2,2,1,2,1,1,1,1
FBgn0267515,459,238,457,406,162,403,374,487,238,479
FBgn0085813,3580,2032,3426,4231,1853,2528,2278,4345,2065,3967
FBgn0267517,20,8,14,9,4,17,18,29,14,23
FBgn0267518,2,1,2,2,1,2,1,2,1,1
FBgn0267519,2841,1638,2753,3087,1349,2647,2363,3467,1676,3201
FBgn0085771,1824,1029,1821,2182,1019,1527,1382,2471,1160,2263
FBgn0085819,1731,838,1655,1956,861,1219,1107,2000,1007,1878
FBgn0267520,441,227,409,624,253,297,278,594,282,514
FBgn0267522,1562,590,1429,1203,445,866,826,1078,444,1019
FBgn0267516,883,397,794,1490,511,655,650,880,611,939
FBgn0250731,44,5,32,4,2,4,4,14,5,11
FBgn0267521,3738,1547,3503,4028,1635,1850,1690,3384,1533,3115
FBgn0286518,4,3,4,5,3,4,4,5,4,5
FBgn0267523,136,50,122,103,46,225,218,189,92,174
FBgn0267524,108,58,88,101,44,333,303,216,104,193
FBgn0286519,6,4,4,5,3,6,4,6,5,6
FBgn0267875,1,0,0,1,0,0,0,0,0,0
FBgn0085831,0,0,0,1,0,0,0,0,0,0
FBgn0267899,0,0,0,0,0,0,0,0,0,0
FBgn0265047,197,95,197,209,109,200,138,155,83,131
FBgn0085790,12,7,14,11,7,7,4,11,6,6
FBgn0085791,11,6,12,9,5,6,3,8,4,5
FBgn0085792,14,9,16,13,5,12,8,17,7,13
FBgn0085789,23,7,11,15,11,12,11,10,7,8
FBgn0085788,1,0,1,1,1,0,0,1,0,0
FBgn0267869,1,1,1,2,1,3,4,3,1,2
FBgn0267870,1,0,0,0,0,0,0,1,0,0
FBgn0267877,1,0,0,1,1,0,0,1,0,0
FBgn0267882,1,0,0,0,0,0,0,1,0,0
FBgn0267884,0,0,0,0,0,0,0,1,0,0
FBgn0267885,1,0,0,0,0,0,0,1,0,0
FBgn0267887,0,0,0,0,0,0,0,1,0,0
FBgn0267888,1,0,0,0,0,0,0,1,0,0
FBgn0267891,1,0,0,0,1,0,0,1,0,0
FBgn0267894,0,0,0,0,0,0,0,1,0,0
FBgn0267903,0,0,0,0,0,0,0,0,0,0
FBgn0267895,0,0,0,0,0,0,0,0,0,0
FBgn0267897,0,0,0,0,0,0,0,0,0,0
FBgn0085500,1,1,0,0,0,0,0,1,0,0
FBgn0267896,1,0,0,0,0,0,1,1,0,0
FBgn0267898,1,1,1,1,1,2,3,2,1,2
FBgn0085520,5,4,7,9,4,31,33,26,8,21
FBgn0040038,0,0,0,0,0,4,2,2,2,3
FBgn0267508,683,249,673,660,261,318,329,548,280,524
FBgn0267509,136,112,133,44,17,301,273,198,98,181
FBgn0267510,2,1,2,2,1,1,1,1,1,1
FBgn0085753,4242,2718,4077,4902,2156,4700,4146,6152,2957,5612
FBgn0267511,5930,4382,5774,7346,3449,6401,5572,10074,4847,9344
FBgn0267505,7331,6210,5851,8750,4023,9975,10663,14412,6856,13022
FBgn0085802,4040,2925,4586,5083,2434,2818,2227,6430,2730,5173
FBgn0285975,3,3,3,3,3,3,3,3,3,3
FBgn0267512,16,22,19,5,3,152,128,58,28,46
FBgn0267496,3,2,3,1,1,13,11,4,2,3
FBgn0267497,3702,1411,4008,3935,1773,4200,2250,2519,1536,3169
FBgn0267506,2265,1637,2188,1750,851,4268,3841,3492,1927,3326
FBgn0267498,6504,4516,6162,8540,3961,5067,4436,9879,4524,8854
FBgn0267499,1,1,1,4,3,1,1,28,12,21
FBgn0267500,13,12,12,6,3,87,75,33,14,27
FBgn0267507,5588,7593,5025,8158,3858,9421,8252,12365,6054,10825
FBgn0267501,5360,3779,5214,6001,2827,3805,3371,6969,3273,6474
FBgn0285976,3,3,3,3,3,3,3,3,3,3
FBgn0267502,1,1,1,1,1,1,1,1,1,1
FBgn0267503,13,14,13,4,2,98,88,23,13,23
FBgn0267504,9007,2826,8935,9693,4412,9165,8221,12568,5903,12066
FBgn0259817,0,0,2,1,0,1,1,0,0,0
FBgn0259849,1,0,0,0,0,0,0,0,0,0
FBgn0013709,0,0,0,0,0,0,0,0,0,1
FBgn0013690,0,1,0,0,1,0,0,0,0,1
FBgn0013710,0,2,0,0,0,0,0,0,0,1
FBgn0013691,0,0,0,1,0,0,0,0,0,1
FBgn0013694,0,0,0,1,0,1,0,0,0,0
FBgn0013689,0,0,0,0,0,0,0,0,0,0
FBgn0013704,0,0,1,0,1,0,0,0,0,0
FBgn0013701,0,0,0,0,1,0,0,0,0,0
FBgn0013705,0,0,0,0,1,0,0,0,0,0
FBgn0013692,0,0,0,0,0,0,0,0,0,0
FBgn0013693,0,0,0,0,0,0,0,0,0,0
FBgn0013695,0,0,1,0,0,0,0,0,0,0
FBgn0013707,0,0,0,0,0,0,0,0,0,0
FBgn0013702,0,0,0,0,0,0,0,0,0,0
FBgn0013706,0,0,0,2,0,0,1,0,0,0
FBgn0013698,0,0,0,1,0,1,1,1,1,1
FBgn0013688,0,1,5,6,5,3,4,8,4,14
FBgn0013680,10,9,14,14,5,22,28,19,11,34
FBgn0013674,6262,3672,6255,6877,3057,3960,4029,6576,3170,6571
FBgn0013699,1,1,2,2,1,0,1,1,0,0
FBgn0013675,1740,996,1643,1525,624,1186,1259,1432,665,1390
FBgn0013697,2,2,2,2,1,0,2,2,1,4
FBgn0013673,8,4,5,10,4,5,3,8,3,6
FBgn0013672,787,429,776,676,292,226,225,762,378,797
FBgn0013676,2945,1700,2745,3359,1368,1971,1792,3821,1741,3594
FBgn0013681,16,10,14,38,18,11,7,36,26,37
FBgn0013684,533,314,500,544,223,534,544,945,430,967
FBgn0262952,331,179,280,727,329,372,374,988,488,1051
FBgn0013683,9,3,5,4,2,5,10,8,3,7
FBgn0013685,2,1,3,2,2,3,6,8,3,7
FBgn0013678,769,413,776,1424,592,840,773,1765,859,1793
FBgn0013679,267,144,217,172,89,204,222,282,126,240
FBgn0013686,44969,26004,44100,29039,12491,66852,64917,74347,35446,72277
FBgn0013708,1,0,0,0,0,0,0,0,0,0
FBgn0025837,0,0,0,0,2,0,0,0,0,0
FBgn0042146,0,0,0,0,0,1,0,0,0,0
FBgn0029552,0,0,0,0,0,0,0,0,0,0
FBgn0040368,0,0,0,0,0,0,0,0,0,0
FBgn0085349,0,0,0,0,0,0,0,0,0,0
FBgn0040363,0,0,0,1,0,0,0,0,0,0
FBgn0040362,0,0,0,0,1,0,0,0,0,0
FBgn0040361,0,0,2,0,0,0,0,2,0,0
FBgn0040359,0,0,0,0,0,0,0,0,0,0
FBgn0040358,0,0,0,0,0,0,0,2,0,0
FBgn0040357,0,0,0,0,0,0,0,1,0,3
FBgn0025378,0,0,0,0,0,0,0,0,0,0
FBgn0267034,0,0,0,0,0,0,0,0,0,0
FBgn0262297,0,0,0,0,0,0,0,0,0,0
FBgn0053548,0,0,3,0,0,0,3,0,0,1
FBgn0052797,0,0,2,1,1,0,0,0,1,0
FBgn0264949,0,0,0,0,0,0,0,0,0,0
FBgn0264954,0,0,0,0,0,0,0,0,0,0
FBgn0029681,0,0,0,1,0,0,0,0,0,0
FBgn0029724,0,0,1,1,0,0,0,0,0,0
FBgn0025679,0,0,0,0,0,0,0,0,0,0
FBgn0267071,0,0,0,0,0,0,0,0,0,0
FBgn0029725,0,1,0,0,0,0,0,0,0,0
FBgn0029726,0,0,1,0,0,0,0,0,0,0
FBgn0029727,0,0,0,0,0,0,0,0,0,0
FBgn0267072,0,0,0,1,0,0,0,0,0,0
FBgn0029729,0,0,0,0,0,0,0,0,0,0
FBgn0011761,0,2,2,0,0,2,0,0,0,0
FBgn0029811,0,0,0,0,0,0,0,0,0,0
FBgn0029812,0,0,0,0,0,0,0,0,0,0
FBgn0267085,0,0,0,0,1,0,0,0,0,0
FBgn0265417,0,0,0,0,0,0,0,0,0,0
FBgn0029827,0,0,0,1,0,0,0,0,0,0
FBgn0029828,0,0,0,0,0,0,0,0,0,0
FBgn0005390,0,0,0,2,0,0,0,0,0,0
FBgn0027546,0,0,0,0,0,0,0,0,0,0
FBgn0265691,0,0,0,0,0,0,0,0,0,0
FBgn0029003,0,0,0,0,0,0,0,0,0,0
FBgn0265692,0,0,0,0,0,0,0,0,0,0
FBgn0262575,0,0,0,0,0,0,0,0,0,0
FBgn0029839,0,0,0,0,0,0,0,0,0,0
FBgn0052751,0,0,0,0,0,0,0,0,0,0
FBgn0262536,0,0,0,0,0,0,0,0,0,0
FBgn0040069,0,0,0,0,0,0,0,0,0,0
FBgn0053669,0,0,0,0,0,0,0,0,0,0
FBgn0027106,0,0,0,0,0,0,0,0,0,0
FBgn0267088,0,0,0,0,0,0,0,0,0,0
FBgn0267965,0,1,1,1,1,1,0,2,0,0
FBgn0265265,0,0,0,0,0,0,0,0,0,0
FBgn0259098,0,0,0,0,0,0,0,0,0,1
FBgn0261615,0,0,0,0,0,0,0,0,0,0
FBgn0261616,0,0,0,0,0,0,0,0,0,0
FBgn0085366,0,0,0,0,0,0,0,0,0,0
FBgn0040922,0,0,1,0,0,0,0,0,0,0
FBgn0052726,0,0,0,0,0,0,0,0,0,0
FBgn0262828,0,0,0,0,0,0,0,0,0,0
FBgn0040923,0,0,0,0,0,0,0,0,0,0
FBgn0262827,0,0,0,0,0,0,0,0,0,0
FBgn0265693,0,0,0,0,0,2,1,0,1,0
FBgn0267090,0,0,0,0,1,0,0,1,0,1
FBgn0262967,0,0,0,0,0,2,0,0,0,0
FBgn0262968,0,0,0,0,0,0,0,0,0,0
FBgn0264383,0,0,0,0,0,0,0,0,0,0
FBgn0265694,0,0,0,0,0,0,0,2,0,0
FBgn0029952,0,0,0,0,0,0,0,0,0,0
FBgn0267227,0,0,1,0,0,0,0,0,0,0
FBgn0267226,0,0,0,0,0,2,0,0,0,0
FBgn0267225,0,0,0,0,0,1,0,0,0,0
FBgn0029961,0,0,0,0,0,0,0,0,0,0
FBgn0085367,0,0,0,0,1,0,0,0,0,0
FBgn0052718,0,0,0,0,0,0,0,0,0,0
FBgn0029962,0,0,0,0,0,0,0,1,0,0
FBgn0029963,0,0,0,0,0,0,0,0,0,0
FBgn0030014,0,0,0,0,0,0,0,0,0,0
FBgn0030015,0,0,1,1,1,0,1,0,0,0
FBgn0267096,0,0,0,0,0,0,0,0,0,0
FBgn0264382,0,0,0,0,0,0,0,0,0,0
FBgn0265700,0,0,0,0,0,3,0,3,0,3
FBgn0265701,0,0,0,0,0,0,0,1,0,0
FBgn0262989,0,0,0,1,0,0,0,0,0,0
FBgn0267097,0,1,0,0,0,0,0,1,0,0
FBgn0030103,0,0,0,0,0,0,0,0,0,0
FBgn0030104,0,0,1,0,0,0,0,0,0,0
FBgn0030105,0,0,0,1,0,0,0,0,0,0
FBgn0030107,0,0,0,0,1,0,0,0,0,1
FBgn0264786,0,0,0,0,0,0,0,0,0,0
FBgn0000233,0,0,0,0,0,0,0,0,0,0
FBgn0263509,0,0,0,0,0,0,0,0,0,0
FBgn0019929,0,0,0,0,0,0,0,0,0,0
FBgn0266430,0,0,0,0,0,0,0,0,0,0
FBgn0030158,0,1,0,1,0,0,0,0,0,0
FBgn0030161,0,0,0,0,0,0,0,0,0,0
FBgn0030162,0,0,0,0,0,0,0,0,0,0
FBgn0026415,0,0,0,0,0,7,8,11,8,6
FBgn0086044,0,0,0,0,0,0,0,0,0,0
FBgn0030163,0,0,0,0,0,0,0,0,0,0
FBgn0030164,0,0,0,0,0,0,0,0,0,0
FBgn0263216,0,0,0,0,0,0,0,0,0,0
FBgn0030167,0,0,0,0,0,0,0,0,0,0
FBgn0053557,0,0,0,0,0,0,0,0,0,0
FBgn0267162,0,1,0,2,1,0,0,0,0,1
FBgn0030222,0,0,0,0,0,0,0,0,0,0
FBgn0267176,0,0,0,0,0,0,0,0,0,0
FBgn0267177,0,2,1,0,0,0,0,0,0,2
FBgn0030247,0,0,0,0,0,0,0,0,0,0
FBgn0003965,0,0,0,0,0,0,0,0,0,0
FBgn0030251,0,0,0,0,0,2,0,0,0,0
FBgn0026268,0,0,0,0,0,0,0,1,0,3
FBgn0030277,0,0,1,1,0,0,0,0,0,0
FBgn0030278,0,0,0,0,0,0,0,0,0,0
FBgn0265986,0,0,0,0,0,0,0,0,0,0
FBgn0030280,0,0,0,0,0,0,0,0,0,0
FBgn0267178,0,0,0,0,0,0,0,0,1,0
FBgn0263215,0,0,0,0,0,0,0,0,0,0
FBgn0030339,0,0,0,0,0,0,0,0,0,0
FBgn0267179,0,0,0,0,0,0,0,0,0,0
FBgn0030356,0,0,0,0,0,0,0,0,0,0
FBgn0262687,0,0,0,0,0,0,0,0,0,0
FBgn0030358,0,0,0,0,0,48,34,58,33,44
FBgn0030367,0,0,0,0,0,62,36,36,20,37
FBgn0030369,0,0,0,0,0,15,15,10,7,11
FBgn0030384,0,0,0,0,0,0,0,0,0,0
FBgn0030385,0,0,0,0,0,0,0,0,0,0
FBgn0267175,0,0,0,1,0,0,0,0,0,0
FBgn0030395,0,0,0,0,0,0,0,0,0,0
FBgn0267272,0,0,0,0,0,0,0,0,0,0
FBgn0267273,0,0,0,1,1,0,0,1,0,0
FBgn0030492,0,0,0,0,0,0,0,0,0,0
FBgn0265609,0,0,0,0,0,0,0,0,0,0
FBgn0265610,0,0,0,0,0,0,0,0,0,0
FBgn0030493,0,0,0,0,0,0,0,0,0,0
FBgn0030494,0,0,0,0,0,0,0,1,0,0
FBgn0052633,0,0,0,0,0,0,0,0,0,0
FBgn0030509,0,0,0,0,0,0,0,0,0,0
FBgn0265869,0,0,0,0,0,0,0,0,0,0
FBgn0040871,0,0,0,0,0,0,0,0,0,0
FBgn0002917,0,0,0,0,0,4,11,17,8,13
FBgn0266278,0,0,0,0,0,0,0,0,0,1
FBgn0030563,0,0,0,0,0,0,0,0,0,0
FBgn0052598,0,0,0,1,0,0,0,0,0,0
FBgn0030569,0,0,1,0,2,0,0,0,0,0
FBgn0030570,0,0,0,0,0,0,0,0,0,0
FBgn0264941,0,0,0,0,0,0,0,0,0,0
FBgn0267077,0,0,0,0,0,0,0,0,0,0
FBgn0015773,0,0,0,0,0,3,3,0,0,3
FBgn0052588,0,0,0,0,0,0,0,0,0,0
FBgn0030620,0,0,0,1,0,0,0,0,0,0
FBgn0262485,0,0,0,0,0,0,0,0,0,0
FBgn0262486,0,0,0,0,0,0,0,0,0,0
FBgn0030622,0,0,0,0,0,0,0,0,0,0
FBgn0030623,0,0,0,0,1,0,0,0,0,0
FBgn0030624,0,2,0,0,0,0,0,0,0,0
FBgn0265596,0,1,0,0,0,0,0,0,0,0
FBgn0266198,0,0,0,0,0,0,0,0,0,0
FBgn0030663,0,0,0,0,0,1,0,0,0,0
FBgn0262991,0,0,0,0,0,0,2,0,0,0
FBgn0030664,0,0,0,0,0,2,0,1,2,1
FBgn0030667,0,0,0,0,1,18,11,26,6,22
FBgn0262606,0,0,0,0,0,0,0,0,1,0
FBgn0267079,0,0,0,0,0,0,0,0,0,0
FBgn0267080,0,0,1,0,0,0,0,0,0,0
FBgn0267082,0,0,0,0,0,0,0,0,0,0
FBgn0030707,0,0,0,0,0,0,0,0,0,0
FBgn0030722,0,1,1,0,0,3,0,3,1,5
FBgn0267930,0,0,0,0,0,0,0,0,0,0
FBgn0262283,0,0,0,0,0,0,0,0,0,0
FBgn0000459,0,0,0,0,0,0,0,0,0,0
FBgn0003933,0,0,0,0,1,0,0,1,0,1
FBgn0030729,0,0,0,0,0,0,0,0,0,0
FBgn0030756,0,0,0,0,1,0,0,2,0,0
FBgn0030780,0,0,0,0,0,0,0,0,0,0
FBgn0024941,0,3,0,0,0,0,0,0,0,0
FBgn0264268,0,0,0,0,0,0,0,0,0,0
FBgn0030804,0,0,0,0,0,0,0,0,0,0
FBgn0053252,0,0,0,0,0,0,0,0,0,0
FBgn0266354,0,0,0,0,0,0,0,0,0,0
FBgn0264738,0,0,0,0,0,0,0,0,0,0
FBgn0264739,0,0,0,0,0,0,0,0,0,0
FBgn0262487,0,0,0,0,0,0,0,0,0,0
FBgn0030824,0,0,0,0,0,0,0,0,0,0
FBgn0052564,0,0,0,0,0,0,0,0,0,0
FBgn0052563,0,0,0,0,0,0,0,0,0,0
FBgn0265267,0,0,0,0,0,0,0,0,0,0
FBgn0030828,0,0,0,0,0,12,13,14,4,10
FBgn0030829,0,0,0,2,0,0,0,0,0,0
FBgn0263502,0,0,0,0,0,0,0,0,0,0
FBgn0011758,0,0,1,0,0,0,0,0,0,0
FBgn0030840,0,0,0,0,0,0,0,0,0,0
FBgn0030841,0,0,0,0,0,0,0,0,0,0
FBgn0024184,0,0,0,2,0,0,0,0,0,0
FBgn0265902,0,0,0,0,0,0,0,0,0,0
FBgn0030870,0,0,0,0,0,0,0,0,0,0
FBgn0283471,0,0,3,0,0,0,0,0,0,0
FBgn0267165,0,0,0,0,0,0,0,0,0,0
FBgn0267166,0,0,0,0,0,0,0,0,0,0
FBgn0262263,0,0,0,0,0,0,0,0,0,0
FBgn0052553,0,0,0,0,0,0,0,0,0,0
FBgn0262433,0,0,0,0,0,0,0,0,0,0
FBgn0262607,0,0,0,0,0,0,0,0,0,0
FBgn0262874,0,0,0,0,0,0,0,0,0,0
FBgn0030897,0,0,0,0,3,0,0,0,0,0
FBgn0083228,0,0,0,0,0,0,0,0,0,0
FBgn0030898,0,0,0,0,0,0,0,0,0,0
FBgn0030899,0,0,0,0,0,0,0,0,0,0
FBgn0030900,0,0,0,0,0,0,0,0,0,0
FBgn0267182,0,0,0,1,0,0,0,0,0,0
FBgn0267167,0,0,0,0,0,0,0,0,0,0
FBgn0267173,0,0,0,0,1,0,0,0,0,0
FBgn0030905,0,0,0,0,0,0,0,0,0,0
FBgn0030911,0,0,1,1,1,0,0,0,0,0
FBgn0267168,0,0,0,0,0,0,0,0,0,0
FBgn0267169,0,0,0,0,0,0,0,0,0,0
FBgn0030912,0,0,0,0,0,0,0,0,0,0
FBgn0030913,0,0,0,2,0,0,0,0,0,0
FBgn0030914,0,0,0,0,0,0,0,0,0,0
FBgn0030918,0,0,2,3,0,0,0,2,0,0
FBgn0259223,0,0,0,0,0,0,0,0,0,0
FBgn0030926,0,0,0,0,0,0,0,0,0,0
FBgn0286881,0,0,0,0,0,0,0,0,0,0
FBgn0030928,0,0,0,0,0,5,3,3,1,1
FBgn0267187,0,0,0,0,0,1,1,1,1,0
FBgn0267070,0,0,0,0,0,0,0,0,0,0
FBgn0267274,0,0,0,1,0,0,0,0,0,0
FBgn0265918,0,0,0,0,0,0,0,0,0,0
FBgn0004959,0,0,0,0,0,0,0,2,0,0
FBgn0267068,0,0,0,0,0,0,0,0,0,0
FBgn0267069,0,0,0,0,0,0,0,0,0,0
FBgn0030951,0,0,0,0,0,0,0,0,0,0
FBgn0030952,0,0,0,0,0,0,0,0,0,0
FBgn0030976,0,0,0,2,1,0,0,0,0,0
FBgn0265919,0,0,0,0,0,0,0,0,0,0
FBgn0030979,0,2,0,0,0,0,0,0,0,0
FBgn0047095,0,0,0,0,0,0,0,0,0,0
FBgn0266179,0,0,0,0,0,0,0,0,0,0
FBgn0026174,0,0,0,1,0,2,1,3,3,3
FBgn0031082,0,0,0,0,1,0,0,0,1,0
FBgn0260871,0,0,0,0,0,0,0,0,0,0
FBgn0040784,0,1,2,0,0,3,2,1,2,1
FBgn0260867,0,1,1,1,0,0,0,0,0,0
FBgn0027107,0,0,0,0,0,0,0,0,0,0
FBgn0267060,0,0,0,0,0,0,0,0,0,0
FBgn0267061,0,0,0,0,0,0,0,0,0,0
FBgn0267741,0,0,0,0,0,0,0,0,0,0
FBgn0031103,0,0,0,0,0,0,0,0,0,0
FBgn0085340,0,0,0,0,0,0,0,0,0,0
FBgn0031104,0,0,0,0,0,0,0,0,0,0
FBgn0040651,0,0,0,0,0,0,0,0,0,1
FBgn0031110,0,0,0,0,0,0,0,0,0,0
FBgn0031111,0,0,0,0,0,0,0,0,0,3
FBgn0259162,0,0,0,0,0,0,0,0,0,0
FBgn0031128,0,0,0,0,0,0,0,0,0,0
FBgn0264444,0,0,0,0,0,0,0,0,0,1
FBgn0267170,0,0,0,0,0,0,0,0,0,0
FBgn0003300,0,0,0,0,0,0,0,0,0,0
FBgn0031129,0,0,0,0,0,0,0,0,0,0
FBgn0266419,0,0,0,0,0,0,0,0,0,0
FBgn0031130,0,0,0,0,0,0,0,0,0,0
FBgn0265921,0,0,0,0,0,0,0,0,0,0
FBgn0264390,0,0,0,0,0,0,0,0,0,0
FBgn0031139,0,0,0,0,0,0,0,0,0,0
FBgn0261675,0,0,0,0,0,0,0,0,0,0
FBgn0011834,0,0,0,0,0,0,0,0,0,0
FBgn0031141,0,0,0,0,0,0,0,0,0,0
FBgn0265608,0,0,0,0,0,0,0,0,0,0
FBgn0040648,0,0,0,0,0,0,0,0,0,0
FBgn0266647,0,0,0,0,0,0,0,0,0,0
FBgn0267055,0,0,0,0,0,0,0,0,0,0
FBgn0052511,0,0,0,1,0,2,3,2,1,1
FBgn0287645,0,0,0,0,0,0,0,0,0,0
FBgn0031164,0,0,0,0,0,0,0,1,0,1
FBgn0028583,0,0,1,0,1,2,2,3,2,3
FBgn0267056,0,1,2,0,0,0,0,0,0,0
FBgn0031176,0,0,0,0,0,0,0,0,0,0
FBgn0266355,0,0,0,0,0,0,0,0,0,0
FBgn0259245,0,0,0,1,0,0,0,2,2,0
FBgn0031178,0,0,0,0,0,0,0,1,0,0
FBgn0267063,0,0,0,0,0,0,0,0,0,0
FBgn0267064,0,0,0,0,0,0,0,0,0,0
FBgn0031181,0,0,0,0,0,0,0,0,1,0
FBgn0267065,0,0,0,0,0,0,0,0,0,0
FBgn0267067,0,0,0,0,0,0,0,0,0,0
FBgn0266457,0,0,0,0,0,0,0,0,0,1
FBgn0031182,0,0,0,0,0,1,1,1,1,3
FBgn0265922,0,0,0,0,0,0,0,0,1,1
FBgn0264677,0,0,0,0,0,0,0,0,0,0
FBgn0266348,0,0,0,0,0,0,0,0,0,0
FBgn0264940,0,0,0,0,0,0,0,0,0,0
FBgn0267020,0,0,0,0,0,0,0,2,0,0
FBgn0031201,0,0,0,2,1,6,6,3,3,7
FBgn0083994,0,0,0,0,0,0,0,0,0,0
FBgn0069938,0,0,0,0,0,0,0,0,0,0
FBgn0267058,0,0,0,1,0,1,0,0,0,0
FBgn0263830,0,0,0,0,0,0,0,0,0,0
FBgn0286928,0,0,0,0,0,56,44,40,21,38
FBgn0052475,0,0,0,0,0,0,0,0,0,0
FBgn0262679,0,0,0,0,0,0,2,2,0,3
FBgn0002564,0,0,0,0,0,4,0,2,0,5
FBgn0265703,0,0,0,0,0,0,0,1,3,0
FBgn0265704,0,0,0,0,0,1,1,1,1,1
FBgn0262680,0,0,0,0,0,0,0,0,0,0
FBgn0264720,0,0,0,0,0,0,2,4,0,4
FBgn0035097,0,0,0,0,0,0,0,1,2,1
FBgn0040688,0,0,0,0,0,0,0,0,0,0
FBgn0266950,0,1,0,0,0,0,0,1,0,0
FBgn0266951,0,0,0,0,0,0,0,1,0,0
FBgn0266949,0,0,0,0,0,0,0,0,0,0
FBgn0264700,0,1,0,0,0,0,0,0,0,0
FBgn0035143,0,0,0,0,0,3,0,2,0,2
FBgn0264310,0,0,1,0,0,3,4,1,1,2
FBgn0052481,0,0,0,0,0,0,0,1,0,0
FBgn0267919,0,0,0,0,0,0,0,0,0,0
FBgn0035176,0,0,0,1,0,0,0,0,0,0
FBgn0028999,0,0,0,0,0,0,0,1,0,0
FBgn0035179,0,0,0,0,0,0,0,0,0,0
FBgn0053965,0,0,0,0,0,0,0,0,0,0
FBgn0267311,0,0,0,0,0,0,0,0,0,0
FBgn0035197,0,0,0,0,0,0,0,0,0,0
FBgn0035198,0,0,0,0,0,0,0,0,0,0
FBgn0035199,0,0,0,0,0,0,0,0,0,0
FBgn0035265,0,0,0,0,0,0,0,0,0,0
FBgn0267247,0,0,0,0,0,1,0,0,0,0
FBgn0261723,0,0,0,0,0,0,0,0,0,0
FBgn0052312,0,0,0,0,0,0,0,0,0,0
FBgn0267476,0,0,0,0,0,0,0,0,0,0
FBgn0035293,0,0,0,0,0,0,0,0,0,0
FBgn0288748,0,0,0,0,0,0,0,0,0,0
FBgn0265729,0,0,0,0,0,0,0,1,0,2
FBgn0035299,0,1,0,0,0,0,0,0,0,0
FBgn0035300,0,0,0,0,0,0,0,0,0,0
FBgn0265728,0,0,1,0,0,0,0,0,0,0
FBgn0259703,0,0,0,0,0,0,0,0,0,0
FBgn0259702,0,0,0,0,0,0,0,0,0,0
FBgn0085288,0,0,0,0,0,0,0,0,0,0
FBgn0259701,0,0,0,0,0,0,0,0,0,0
FBgn0035313,0,0,0,0,0,0,0,0,0,0
FBgn0035315,0,0,0,1,0,0,0,0,0,0
FBgn0035316,0,0,1,0,0,0,0,0,0,0
FBgn0052301,0,0,0,0,0,2,0,0,0,4
FBgn0052305,0,0,0,0,0,0,0,0,0,0
FBgn0267479,0,0,0,0,0,0,0,0,0,0
FBgn0052304,0,0,0,0,0,0,0,0,0,0
FBgn0052303,0,0,0,1,0,0,0,0,0,0
FBgn0035328,0,0,0,0,0,0,0,0,0,0
FBgn0264002,0,0,0,0,0,0,0,0,0,0
FBgn0266976,0,0,0,0,0,0,0,0,0,0
FBgn0266975,0,0,0,0,0,0,0,0,0,0
FBgn0035331,0,0,0,1,0,0,0,0,0,0
FBgn0035332,0,0,0,0,0,0,0,0,0,0
FBgn0266974,0,0,0,0,0,0,1,0,0,0
FBgn0265724,0,0,0,0,0,0,0,0,0,0
FBgn0035379,0,0,0,0,0,0,0,0,0,0
FBgn0054025,0,0,0,0,0,0,0,0,0,0
FBgn0035382,0,0,0,0,0,0,0,0,0,0
FBgn0265723,0,0,0,0,0,0,0,0,0,0
FBgn0035384,0,0,0,0,0,0,0,0,0,0
FBgn0035385,0,0,0,0,0,0,0,0,0,0
FBgn0052488,0,0,0,0,0,0,0,0,0,0
FBgn0052487,0,0,0,0,0,0,0,0,0,0
FBgn0003938,0,0,0,0,1,0,0,1,1,1
FBgn0035430,0,0,0,0,1,0,0,0,0,0
FBgn0262269,0,0,0,0,0,0,0,0,0,0
FBgn0035431,0,0,0,0,0,0,0,1,0,0
FBgn0052279,0,0,0,0,2,0,0,0,0,1
FBgn0052283,0,0,0,0,0,0,0,0,0,0
FBgn0052282,0,0,0,0,0,0,0,0,0,0
FBgn0035434,0,0,0,0,0,0,0,0,0,0
FBgn0266929,0,1,3,1,1,3,1,5,1,8
FBgn0052274,0,0,0,0,0,0,0,0,0,0
FBgn0262544,0,0,0,0,0,0,0,0,0,0
